"SYMBOL","PREV. CLOSE ","IEP","CHNG","%CHNG","FINAL ","FINAL QUANTITY ","VALUE (₹ Crores)","FFM CAP (₹ Crores)","NM 52W H ","NM 52W L "
"RPPL","72.80","70.95","-1.85","-2.54","70.95","280","-","-","129.50","49.68"
"YUKEN","1,191.50","1,160.10","-31.40","-2.64","1,160.10","174","0.02","-","1,479.70","572.65"
"MOTISONS","189.65","184.65","-5.00","-2.64","184.65","13,846","0.26","-","248.15","88.85"
"ARVINDFASN","459.10","446.80","-12.30","-2.68","446.80","5,199","0.23","-","534.00","263.95"
"LAXMIMACH","16,443.55","16,001.00","-442.55","-2.69","16,001.00","329","0.53","-","17,794.15","11,251.00"
"PEARLPOLY","37.10","36.10","-1.00","-2.70","36.10","372","-","-","48.40","20.15"
"LORDSCHLO","118.75","115.50","-3.25","-2.74","115.50","64","-","-","195.00","91.00"
"TARC","177.35","172.40","-4.95","-2.79","172.40","19,869","0.34","-","190.50","51.05"
"PURVA","402.75","391.25","-11.50","-2.86","391.25","1,702","0.07","-","462.40","81.75"
"BHAGERIA","169.85","165.00","-4.85","-2.86","165.00","1,149","0.02","-","204.85","126.00"
"GOLDTECH","123.55","120.00","-3.55","-2.87","120.00","1,000","0.01","-","173.70","62.20"
"AATMAJ","32.00","31.05","-0.95","-2.97","31.05","36,000","0.11","-","60.00","25.75"
"GKWLIMITED","2,425.00","2,350.00","-75.00","-3.09","2,350.00","5","-","-","2,768.00","524.05"
"BAGFILMS","8.95","8.65","-0.30","-3.35","8.65","3,392","-","-","15.40","3.95"
"COASTCORP","238.05","230.00","-8.05","-3.38","230.00","1,065","0.02","-","354.15","195.15"
"PFS","41.00","39.60","-1.40","-3.41","39.60","51,375","0.20","-","67.95","15.90"
"ELGIRUBCO","76.40","79.80","-2.85","-3.45","-","-","-","-","86.50","36.10"
"HBLPOWER","528.60","510.00","-18.60","-3.52","510.00","84,350","4.30","-","612.00","104.20"
"OILCOUNTUB","36.35","35.05","-1.30","-3.58","35.05","400","-","-","58.60","14.65"
"KONTOR","112.10","108.00","-4.10","-3.66","108.00","1,200","0.01","-","123.00","59.65"
"CONCORDBIO","1,440.75","1,387.50","-53.25","-3.70","1,387.50","38,221","5.30","-","1,725.00","900.05"
"SUPERSPIN","6.75","6.50","-0.25","-3.70","6.50","9,246","0.01","-","11.60","6.05"
"TECHLABS","430.40","414.10","-16.30","-3.79","414.10","2,500","0.10","-","547.00","93.25"
"VIVIANA","609.90","586.65","-23.25","-3.81","586.65","2,000","0.12","-","746.00","120.30"
"GLOBAL","197.85","190.30","-7.55","-3.82","190.30","1,960","0.04","-","382.70","160.20"
"BINANIIND","18.75","18.00","-0.75","-4.00","18.00","2","-","-","23.65","13.30"
"GREENPOWER","20.00","19.20","-0.80","-4.00","19.20","1,90,164","0.37","-","34.45","8.07"
"FCONSUMER","1.20","1.20","-0.05","-4.00","-","-","-","-","1.25","0.55"
"TPHQ","1.20","1.15","-0.05","-4.17","1.15","17,290","-","-","2.34","0.91"
"MBECL","4.75","4.55","-0.20","-4.21","4.55","8,656","-","-","7.10","2.90"
"BLBLIMITED","18.50","17.70","-0.80","-4.32","17.70","700","-","-","52.55","17.70"
"RMDRIP","138.70","132.50","-6.20","-4.47","132.50","1,000","0.01","-","149.10","38.95"
"CADSYS","427.50","408.30","-19.20","-4.49","408.30","500","0.02","-","511.00","41.15"
"UNIINFO","32.25","30.80","-1.45","-4.50","30.80","14,600","0.04","-","56.95","20.40"
"NRAIL","446.85","426.00","-20.85","-4.67","426.00","1,130","0.05","-","538.00","265.60"
"KEEPLEARN","3.20","3.05","-0.15","-4.69","3.05","3,001","-","-","4.52","1.75"
"MAITREYA","151.80","144.50","-7.30","-4.81","144.50","800","0.01","-","229.45","113.90"
"PERFECT","36.70","34.90","-1.80","-4.90","34.90","3,000","0.01","-","61.35","14.90"
"PRUDMOULI","24.40","23.20","-1.20","-4.92","23.20","20","-","-","39.90","19.30"
"SEJALLTD","326.20","310.10","-16.10","-4.94","310.10","96","-","-","404.95","210.10"
"ADORWELD","1,362.80","1,295.05","-67.75","-4.97","1,295.05","9,406","1.22","-","1,770.00","1,022.00"
"HOACFOODS","132.70","126.10","-6.60","-4.97","126.10","3,000","0.04","-","147.00","126.10"
"RSSOFTWARE","191.60","182.05","-9.55","-4.98","182.05","8,155","0.15","-","292.25","33.30"
"KCEIL","284.80","270.60","-14.20","-4.99","270.60","500","0.01","-","413.95","171.40"
"HBSL","103.10","97.95","-5.15","-5.00","97.95","2,128","0.02","-","119.90","46.00"
"63MOONS","378.25","359.35","-18.90","-5.00","359.35","14,572","0.52","-","690.75","162.00"
"SEMAC","874.55","830.85","-43.70","-5.00","830.85","268","0.02","-","3,484.90","830.85"
"BMETRICS","182.10","173.00","-9.10","-5.00","173.00","400","0.01","-","322.85","74.00"
"SCHNEIDER","827.35","786.00","-41.35","-5.00","786.00","2,477","0.19","-","955.05","234.05"
"RULKA","473.85","450.15","-23.70","-5.00","450.15","3,000","0.14","-","551.25","450.15"
"BORORENEW","506.50","480.05","-26.45","-5.22","480.05","16,357","0.79","-","669.35","391.05"
"AURDIS","275.70","261.00","-14.70","-5.33","261.00","1,500","0.04","-","369.00","114.70"
"MITTAL","1.85","1.75","-0.10","-5.41","1.75","25,925","-","-","3.25","1.26"
"INOXWIND","164.15","155.00","-9.15","-5.57","155.00","4,68,244","7.26","-","177.00","28.68"
"K2INFRA","169.05","159.00","-10.05","-5.94","159.00","1,200","0.02","-","182.85","134.75"
"CENTUM","1,670.20","1,560.00","-110.20","-6.60","1,560.00","2,620","0.41","-","2,099.00","905.00"
"SITINET","0.60","0.60","-0.05","-7.69","-","-","-","-","1.15","0.50"
"SETUINFRA","0.60","0.60","-0.05","-7.69","-","-","-","-","1.00","0.55"
"FRETAIL","2.00","1.90","-0.20","-9.52","-","-","-","-","3.95","1.90"
"SUNREST","73.00","66.00","-7.00","-9.59","66.00","1,600","0.01","-","84.00","57.40"
"PRITI","166.40","149.80","-16.60","-9.98","149.80","3,436","0.05","-","300.05","149.80"
"TRUST","268.65","241.80","-26.85","-9.99","241.80","2,400","0.06","-","316.00","136.20"
"SANWARIA","0.30","0.30","-0.05","-14.29","-","-","-","-","0.65","0.25"
"VIJIFI-RE","1.40","0.85","-0.55","-39.29","0.85","400","-","-","1.15","0.85"
"SOLARA-RE","80.25","48.15","-32.10","-40.00","48.15","2,188","0.01","-","60.00","48.15"
